"Date","AverageFee","BlockHash","BlockNumber","BlockSize","TotalTransactions","TotalFees","Difficulty"
1715004659,5.23654278192188e-05,"00000000000000000001ccf9ea2146236760ea3601fc5f0dfbb5be69b9480770",842339,1704498,4559,0.238681620000016,88104191118793.2
1715004630,7.68487535193243e-05,"000000000000000000023a2adf28f7e40bdbce128e9d1830715c3dd013923263",842338,1608986,3908,0.300248079999998,88104191118793.2
1715004558,0.000178170068195909,"00000000000000000001f8c31cdeb348d12f7ba7cae873fa82b4d6eaaedbdb03",842337,1666968,3227,0.574776639999996,88104191118793.2
1715002937,0.000181242245204964,"00000000000000000001d86e274f892ee2191f1043a005556c45a3ca63250546",842336,1755177,2660,0.481923129999998,88104191118793.2
1715000496,5.70070901287555e-05,"00000000000000000002f1ea65910b1b21928b650212b9e7fd7948c9389356e1",842335,1551451,4661,0.265653040000013,88104191118793.2
1714999957,6.87221844660195e-05,"0000000000000000000171fe2a43c7c25ff28acd0ce59365a57ec1059ada7f38",842334,1542505,3709,0.254821859999995,88104191118793.2
1714999649,7.23434718179413e-05,"00000000000000000001bd7268c5264b92b23efa05c3c8643c2834cb268df0f8",842333,1532182,3780,0.273385980000006,88104191118793.2
1714999243,0.000126355652173913,"000000000000000000029c3c69f4c777cde46b3f8c295db8221cafa04344d508",842332,1542622,3267,0.412677559999999,88104191118793.2
1714997521,0.000108401842664777,"00000000000000000002e29b5494f8f1905fb6c0aac0c59a27f003b49da28412",842331,1841022,2823,0.305909999999998,88104191118793.2
1714996669,8.27369850519383e-05,"00000000000000000000cacf554b06cb6f47c120c9c6a9c8f3f044c2fb4709c7",842330,1776920,3948,0.326562879999996,88104191118793.2
1714995505,6.48488315999108e-05,"000000000000000000013eae71ff512224d3e7cb1370786b56180f61fc5060c7",842329,1702245,4520,0.293051869999986,88104191118793.2
1714994688,6.91047875713382e-05,"000000000000000000028139a9da42bd415813e6e240f0354bb9b20392a5b577",842328,1541354,4732,0.326934749999984,88104191118793.2
1714993700,7.82658552850949e-05,"000000000000000000027abec9f5eb05fb72d929f81d382e5e833db20d4053f0",842327,1476711,3000,0.234719300000004,88104191118793.2
1714993697,5.44031433581763e-05,"00000000000000000003125f3e54dce7a449a99d54bc67cfa8cfb9b3cc6455cf",842326,1547095,4563,0.248187140000004,88104191118793.2
1714993398,9.8741700296736e-05,"000000000000000000007dba2eeeae201ff091d0d159fa8577884307aa849eac",842325,1691740,3371,0.332759529999999,88104191118793.2
1714992429,9.4163e-05,"0000000000000000000083f677b71568b7ce035a04e958f381815327cc6f39de",842324,1797859,3201,0.301321599999996,88104191118793.2
1714992114,9.78862643144537e-05,"000000000000000000024a9cf0f249609bbc96280ff585ec7c10bb1ce6945639",842323,1571511,3232,0.316270519999995,88104191118793.2
1714992087,0.000139742038753159,"0000000000000000000249f2e08c6739739feadaac75e2977a530a9f3221bc94",842322,1590595,3562,0.497621399999997,88104191118793.2
